uid,sid
71,3024
71,1664
72,9238
72,9238
72,7475
72,15647
72,11844
73,6528
73,9652
73,7916
73,14714
74,20115
74,19401
74,20798
74,13944
74,7618
75,7454
75,16212
75,3778
75,6358
75,11424
75,2749
75,4422
75,9937
75,6302
75,5183
75,16675
75,10317
75,4322
75,14577
75,5219
75,17807
75,2950
75,5112
75,13422
75,7558
75,7558
75,17921
75,9122
75,3375
76,1789
76,3198
76,16076
76,3198
77,15642
77,23457
77,8874
77,23379
78,18389
78,5927
78,10280
78,10280
78,2499
78,17830
78,15346
78,12014
78,8679
78,22180
78,6533
78,406
79,6508
79,5188
79,22792
79,1462
79,6259
79,7631
80,8682
80,2349
80,2349
80,22181
81,12692
81,9503
81,20488
81,22594
82,4879
82,17279
82,11421
82,14934
83,20674
83,14733
83,11534
83,12483
84,11076
84,5333
84,13013
84,3447
85,11855
85,13928
85,6336
85,6336
86,15185
86,6486
86,6588
86,6588
86,22734
86,1738
86,6554
86,4466
86,16728
86,21731
86,23074
86,3295
86,11036
86,5320
86,22123
86,10839
86,15623
87,5774
87,8565
87,1201
87,5488
88,17131
88,19150
88,21442
88,21442
89,5868
89,19054
89,5868
89,19054
89,22792
89,13398
89,19543
90,5009
90,946
90,1054
90,1054
90,3793
90,3793
90,11135
91,17841
91,17841
91,21336
91,16722
91,5136
91,20
92,1413
92,1413
92,15961
92,2822
93,7733
93,4783
93,13282
93,18580
93,18580
94,18738
94,7201
94,2173
94,2173
95,4475
95,7156
95,18544
95,4396
95,18544
95,4396
95,14715
95,13908
95,20599
95,5317
95,17369
95,12279
95,23656
95,1334
95,7677
95,24842
95,14559
95,12688
96,4870
96,12423
96,3220
96,24757
97,6179
97,5042
97,5042
97,4255
98,20305
98,20305
98,1247
98,19390
99,10018
99,6811
99,13816
99,12604
99,4422
99,4511
99,20710
99,24634
99,13715
99,9937
99,10229
99,14205
100,24574
100,1843
100,24883
100,10967
101,8326
101,21343
101,15588
101,16757
101,11786
101,946
101,9367
101,16545
102,18340
102,13165
102,24200
102,16370
103,3718
103,10865
103,4282
103,8471
103,4436
104,11237
104,11237
104,20697
104,20697
105,10717
105,8874
105,2107
105,22101
106,10499
106,8628
106,82
106,11480
107,8367
107,4080
107,5645
107,24157
108,19810
108,19810
108,7530
108,15717
109,20637
109,20637
109,4902
109,10678
110,23261
110,15603
110,1782
110,18689
110,20296
110,14420
110,19496
110,9870
110,2293
110,17288
110,4695
110,4722
110,12225
110,14420
110,7185
111,17156
111,8293
111,5204
111,8382
112,7884
112,23064
112,12440
112,18431
113,12466
113,7351
113,15268
113,23339
114,4383
114,4383
114,11295
114,19738
114,373
114,2143
114,14137
114,17170
114,21181
114,21193
114,21193
114,3151
115,10660
115,18769
115,8023
115,1414
115,2336
116,6285
116,3631
116,20591
116,1986
116,21051
116,1267
116,19595
116,20859
117,16291
117,23717
117,6113
117,13160
118,5380
118,4474
118,19556
118,9668
119,17984
119,15715
119,18127
119,15715
120,11894
120,11894
120,24465
120,2349
120,11057
120,21978
120,21650
120,9168
121,5757
121,16370
121,13502
121,4422
121,2210
121,23527
121,13357
122,20760
122,23864
122,23864
122,24649
123,1588
123,8138
123,21696
123,15059
123,22077
123,22072
123,21592
123,678
123,9128
124,2336
124,15502
124,9741
124,21552
124,9741
124,21552
124,4624
124,1414
125,4063
125,18973
125,6844
125,24008
126,1660
126,11181
126,19483
126,19483
127,24879
127,21914
127,10135
127,6830
127,2138
127,18510
127,23992
127,16942
127,4053
127,8563
127,17171
127,5784
127,4820
127,19217
128,10674
128,23343
128,11349
128,706
128,24728
129,21336
129,1413
129,1413
129,24465
130,3584
130,14041
130,10538
130,8957
130,8957
130,1664
130,1664
131,1460
131,1906
131,24298
131,24138
131,7144
131,23324
131,9320
132,22210
132,13100
132,10986
132,7006
133,22425
133,22702
133,7618
133,7900
133,21933
133,9455
133,24908
133,22667
133,6552
133,6347
133,8322
133,12825
133,5747
133,746
133,10304
133,16238
133,10419
133,13736
134,1115
134,13633
134,18576
134,21751
134,12009
135,21655
135,21874
135,6975
135,5333
136,21336
136,24160
136,24160
136,2178
136,15638
136,7263
137,1247
137,5409
137,11820
137,6498
138,18319
138,21395
138,18319
138,21395
138,18179
138,4739
139,15684
139,4484
139,4484
139,4484
140,10697
140,17176
140,13995
140,17454
140,371
140,22739
141,23008
141,14682
141,7212
141,12618
142,18897
142,4380
142,16086
142,23038
142,17841
142,23003
142,23038
142,17841
142,23003
142,5314
142,23987
142,2273
142,19996
142,18970
143,13995
143,3706
143,3706
143,11583
144,23137
144,21992
144,16168
144,22014
145,735
145,19536
145,7311
145,23076
146,129
146,22515
146,22515
146,19336
147,14445
147,13002
147,1721
147,1721
147,23047
147,5305
147,23047
147,5305
147,16060
147,6001
147,5974
147,2443
147,11583
147,16586
147,18342
147,6623
148,21265
148,7642
148,24692
148,7642
149,834
149,24935
149,20283
149,12162
150,1789
150,9226
150,12456
150,14538
150,23877
150,17091
150,17091
150,24673
150,5898
150,13730
150,7747
150,2336
150,9741
150,21552
150,9741
151,20306
151,304
151,18697
151,18697
152,13348
152,13348
152,10124
152,7034
153,9117
153,2179
153,20383
153,11992
154,7133
154,5072
154,781
154,11480
155,14893
155,15510
155,7144
155,2170
156,24686
156,24686
156,1464
156,11945
157,7710
157,1236
157,18160
157,14318
158,14000
158,3986
158,20968
158,7580
158,6390
158,13267
158,6490
158,13397
159,1548
159,10454
159,12051
159,23233
160,14729
160,20522
160,3634
160,8959
160,7058
161,6314
161,8665
161,8665
161,3741
161,8216
161,16487
162,2009
162,13267
162,22479
162,537
163,17915
163,3770
163,6057
163,7668
163,14557
163,7668
163,14557
163,8785
163,9134
163,7603
163,24892
163,24892
164,1597
164,8950
164,8950
164,21071
164,3312
164,17132
165,15988
165,15988
165,17768
165,16949
165,3493
165,10604
166,23626
166,23626
166,23325
166,3990
166,9621
166,3990
166,9621
166,869
166,14448
166,9284
166,13290
166,4665
166,1081
166,10597
166,18180
167,7068
167,4218
167,24079
167,3993
167,12865
167,12865
167,18109
168,8502
168,23292
168,19110
168,22576
168,10243
168,3744
168,9393
168,12322
168,9324
168,13160
169,20140
169,22283
169,18013
169,24942
169,14286
170,22472
170,1635
170,22803
170,21064
170,18308
170,15396
170,21001
171,5937
171,21477
171,22996
171,22996
172,6448
172,16565
172,16565
172,15084
172,13361
173,11920
173,21716
173,5590
173,19018
174,21152
174,512
174,10888
174,17455
175,2336
175,9741
175,21552
175,9741
175,21552
175,1414
175,869
176,20452
176,21204
176,23990
176,19166
176,5452
176,22621
176,3787
176,23381
176,3649
176,20680
176,9944
176,24548
176,11703
176,24024
177,14236
177,23153
177,18221
177,19841
178,6410
178,10099
178,6410
178,10099
179,6022
179,15082
179,5541
179,23252
180,20522
180,8020
180,8959
180,8959
180,8959
181,22399
181,24806
181,11556
181,1778
182,945
182,24875
182,24875
182,24875
182,12863
182,13857
182,11788
183,24686
183,24686
183,18148
183,18148
183,10204
183,14000
184,18705
184,3549
184,616
184,16789
185,23339
185,21641
185,22500
185,8635
186,1202
186,14543
186,1296
186,22438
187,16598
187,851
187,16001
187,5179
187,14402
188,13786
188,6097
188,17739
188,7917
188,13894
189,2039
189,1481
189,24257
189,11997
189,1526
189,2138
189,12735
189,16963
189,2138
189,19491
189,13935
189,13383
189,16691
189,22810
189,3585
189,5913
189,20577
189,1370
189,6381
189,15835
189,11571
190,9309
190,13339
190,7772
190,7405
190,4105
190,12896
190,1664
191,24818
191,20168
191,9529
191,13905
192,6465
192,6923
192,6923
192,14879
193,6851
193,21012
193,21193
193,21193
194,16437
194,23835
194,23835
194,8758
194,18196
194,20173
195,4520
195,13420
195,10344
195,10344
195,21260
196,16873
196,16446
196,19650
196,17389
197,1789
197,1789
197,14263
197,14263
198,20254
198,1280
198,4116
198,11086
199,7235
199,7235
199,16816
199,16751
199,18786
199,680
199,680
199,19051
199,10986
199,19880
199,23020
199,12153
200,2349
200,13796
200,2312
200,16202
200,14448
200,13995
201,11741
201,13555
201,13555
201,11494
202,24478
202,19798
202,1635
202,20938
203,20666
203,24933
203,2859
203,20153
204,3826
204,22911
204,15980
204,17523
204,15258
204,4983
204,4608
205,23339
205,21641
205,20543
205,14192
205,11427
205,7401
206,14263
206,14263
206,21584
206,23064
206,22644
207,5305
207,18148
207,5305
207,18148
208,5272
208,15323
208,18768
208,7012
209,22743
209,23389
209,13862
209,23389
209,13862
209,17920
210,21336
210,14388
210,14388
210,21830
211,7000
211,16978
211,19605
211,978
211,16990
211,3373
211,18200
211,18200
211,24689
211,1026
211,1026
211,24638
211,18663
211,6510
211,1631
212,20734
212,20734
212,7104
212,8214
213,9819
213,1803
213,546
213,546
214,5302
214,7175
214,23017
214,23017
214,1261
214,6486
215,2040
215,2040
215,21421
215,23324
215,14174
216,3993
216,17038
216,14174
216,8303
216,14714
216,1330
216,17523
217,20554
217,19315
217,15251
217,3993
218,13252
218,19166
218,9907
218,14065
218,19894
218,4873
218,1348
218,6916
218,15296
219,13818
219,587
219,587
219,20274
220,7537
220,7537
220,18242
220,5274
221,1532
221,5152
221,5242
221,20241
221,19124
221,23799
221,11478
221,15494
222,17137
222,1310
222,21025
222,11059
222,17137
222,1310
223,12866
223,15959
223,2256
223,13448
224,4608
224,10588
224,5943
224,3071
224,19720
225,22976
225,18181
225,18181
225,23280
225,7102
226,20511
226,18841
226,7701
226,9404
227,23991
227,17709
227,22889
227,1680
227,5820
228,2336
228,9741
228,21552
228,9741
229,2483
229,3991
229,157
229,14526
229,11253
229,5391
229,15848
229,254
229,22437
229,3369
229,7443
229,19156
229,19156
229,1341
230,13269
230,3844
230,3844
230,11971
230,23366
230,10863
231,10013
231,9027
231,9027
231,9456
232,3770
232,21706
232,14258
232,5602
233,15025
233,20165
233,12485
233,2986
233,22510
233,22510
233,1597
233,1247
234,16810
234,9621
234,9621
234,16949
235,18181
235,18181
235,19738
235,614
235,3890
235,19549
236,19689
236,11973
236,796
236,12432
237,8766
237,13322
237,257
237,21028
237,22515
237,12641
237,23892
237,9485
237,21028
237,22515
237,12641
237,23892
237,9485
237,15810
237,10582
237,7415
237,22792
237,11288
237,8762
237,22573
237,8940
237,709
237,3940
237,1392
237,15009
237,21620
238,19080
238,5943
238,18434
238,21706
238,13299
238,477
238,15581
238,4739
238,9092
238,12338
238,6243
238,11362
238,15920
238,7732
238,13220
238,21550
239,15867
239,18480
239,16300
239,19697
240,63
240,3932
240,13236
240,1982
241,8471
241,1660
241,13044
241,6665
242,4720
242,12700
242,16487
242,22407
242,21416
243,19308
243,14729
243,24006
243,16672
244,4442
244,21564
244,20448
244,23301
245,22293
245,19040
245,8987
245,19040
245,8987
245,13692
245,15835
246,4442
246,12804
246,15873
246,17131
246,8848
246,8848
246,7014
246,14696
246,12914
246,1740
246,10538
246,11150
246,18851
246,5706
246,21981
247,12434
247,19997
247,1836
247,4043
247,23231
247,4453
247,1101
248,22115
248,8401
248,19305
248,18564
249,14087
249,23818
249,11201
249,18625
250,11023
250,12796
250,7435
250,19944
251,17687
251,8961
251,2822
251,24079
251,24281
251,22971
251,23695
251,15607
251,16555
251,7383
251,8216
251,3724
251,23668
251,3950
252,6446
252,6446
252,20573
252,1907
253,7453
253,63
253,9368
253,15852
254,21068
254,21068
254,63
254,13778
255,625
255,709
255,24934
255,912
255,4729
255,8543
255,9939
255,22638
255,323
255,12971
256,20192
256,20192
256,21117
256,13208
257,16326
257,4518
257,4518
257,543
257,9377
257,14008
258,4666
258,14714
258,6601
258,24581
258,1593
258,17395
259,13817
259,16137
259,16137
259,23514
260,17841
260,17841
260,13852
260,3459
260,16087
260,16087
261,18148
261,4341
261,18148
261,4341
261,91
261,13935
262,17795
262,12483
262,13327
262,20016
263,17984
263,15715
263,15715
263,24117
264,6382
264,5183
264,10848
264,23804
265,19543
265,19543
265,4873
265,2863
266,379
266,7541
266,2443
266,13470
266,17499
266,13518
266,16893
266,23102
266,19028
266,15290
266,13586
266,20470
267,16076
267,16076
267,6689
267,1196
267,14448
268,6665
268,17240
268,17735
268,8491
269,16076
269,16076
269,16076
269,16076
269,16076
269,16076
269,16076
269,16076
269,16076
270,14905
270,3131
270,20386
270,7202
270,5711
270,23330
270,24137
270,4109
270,8325
270,2316
270,5387
270,10204
271,10933
271,10933
271,304
271,3404
271,16185
271,9934
271,13105
271,3919
271,18537
271,2913
271,1327
271,8753
271,860
271,21191
271,13947
271,16872
271,5372
271,15306
271,720
271,4395
271,4395
271,920
271,920
272,19760
272,20470
272,20470
272,16804
272,17611
273,4330
273,6192
273,6192
273,2349
274,23064
274,23214
274,7555
274,13523
275,17537
275,18168
275,17416
275,20590
276,17646
276,2952
276,14771
276,14284
277,9779
277,9671
277,21844
277,1982
277,22058
277,9368
277,7567
277,24079
278,11677
278,11677
278,17476
278,7585
278,3895
279,15810
279,21340
279,23703
279,2833
280,5627
280,4865
280,2803
280,4241
280,20258
281,16728
281,15902
281,1280
281,11485
281,22503
281,6985
281,15616
281,11736
282,5635
282,9790
282,15169
282,5285
282,7552
282,9717
282,1884
282,4098
282,3509
283,23512
283,10152
283,8767
283,6916
283,10839
283,20001
283,14340
283,2190
283,12966
284,14361
284,17127
284,21286
284,21716
284,6170
284,16029
284,3916
285,1054
285,18181
285,1670
285,1054
285,18181
285,1670
285,3899
285,5757
285,1654
285,22325
285,21652
285,9819
286,16595
286,2090
286,523
286,20650
287,1115
287,13633
287,3719
287,6644
288,17598
288,6623
288,17503
288,23083
289,6025
289,1453
289,16335
289,12162
289,952
290,17137
290,1310
290,9712
290,9712
291,6881
291,6881
291,8178
291,18199
292,11490
292,22459
292,13005
292,23058
292,12108
292,12108
293,23955
293,13305
293,23163
293,7461
293,8977
293,14937
293,24016
293,20734
293,20734
293,19494
294,15951
294,15951
294,21722
294,7231
295,13671
295,13671
295,6542
295,24151
295,9802
295,9802
296,82
296,16655
296,11480
296,19316
296,10457
296,6574
296,13484
297,12076
297,13106
297,22949
297,16452
298,14220
298,8267
298,1246
298,15312
299,19080
299,19996
299,3074
299,6144
300,9368
300,10026
300,6347
300,21865
300,1732
300,7925
300,20553
301,7811
301,7811
301,21336
301,63
301,14984
302,16926
302,2071
302,11316
302,7052
303,2658
303,205
303,304
303,16565
304,8710
304,8710
304,2592
304,10610
304,12808
304,8790
304,18362
304,459
304,725
304,16502
304,22418
304,15513
304,9799
304,14135
304,7683
304,9508
304,17116
304,2520
304,22126
304,23591
304,4116
304,7984
304,20115
304,20191
304,3986
304,13825
304,22436
304,23990
305,8259
305,8150
305,12926
305,23555
306,11057
306,19305
306,14815
306,3890
307,13915
307,17447
307,14307
307,20372
308,24357
308,24357
308,3712
308,9199
308,3712
308,9199
308,1184
309,2317
309,14635
309,14635
309,20697
310,10753
310,17325
310,15156
310,15190
310,15190
310,7020
310,7020
310,2730
310,1361
310,10334
311,24777
311,24777
311,24777
311,2668
311,8714
311,8714
311,8714
311,8714
311,8714
311,8714
311,10929
311,10929
312,17137
312,1310
312,11059
312,16620
313,23064
313,8203
313,24684
313,17072
313,17795
313,24397
314,21336
314,10443
314,1489
314,539
314,6749
314,23841
314,9073
315,11488
315,21555
315,18541
315,2241
315,13251
316,8652
316,16949
316,14105
316,22844
317,22902
317,21474
317,10582
317,11022
318,18824
318,18824
318,14101
318,10685
318,22662
318,12353
318,709
318,6739
319,2834
319,14065
319,19583
319,12772
320,2051
320,15073
320,15970
320,8271
320,15864
320,18900
320,5570
320,14363
320,22888
320,7542
320,15310
320,15223
320,10202
320,4589
320,21494
320,16737
320,240
321,5582
321,15987
321,12960
321,15987
322,838
322,14629
322,16675
322,19996
322,8691
322,659
323,720
323,3584
323,5212
323,9041
324,1744
324,7248
324,8710
324,8710
325,10920
325,8558
325,14609
325,12471
325,16887
325,12471
325,16887
325,13916
326,13825
326,4386
326,11213
326,21812
326,23874
326,12233
326,16281
327,17611
327,23570
327,11533
327,24348
328,16556
328,24327
328,12523
328,9753
329,2440
329,12810
329,287
329,5525
329,12998
330,6347
330,23064
330,190
330,21088
330,16839
330,14310
331,7761
331,7761
331,19377
331,15608
331,6665
332,18872
332,9715
332,5498
332,9715
332,5498
332,14711
332,13989
333,11789
333,4994
333,6328
333,13792
334,7542
334,2764
334,17754
334,24226
335,8061
335,12391
335,12391
335,23076
336,14290
336,13885
336,16128
336,17732
336,11894
336,21432
337,10063
337,19543
337,19543
337,933
337,23458
337,23042
338,18214
338,13995
338,5124
338,2508
338,1844
339,11427
339,16815
339,16815
339,24919
340,1420
340,17278
340,3733
340,17278
341,12865
341,12865
341,12865
341,5217
342,18824
342,18824
342,523
342,18817
342,2395
342,3793
343,6851
343,5360
343,16202
343,5499
344,12485
344,3052
344,17366
344,321
344,21605
344,1101
344,1427
344,13847
344,14828
344,14828
345,19487
345,19487
345,6606
345,19696
345,4189
345,3701
345,22
346,21548
346,16743
346,17557
346,8767
346,13585
347,4031
347,24719
347,9299
347,17611
348,13792
348,23064
348,8847
348,1965
348,17329
349,19326
349,17107
349,16285
349,16285
349,13692
350,6148
350,17233
350,22873
350,22873
351,20899
351,9476
351,15845
351,18126
351,4935
351,4652
351,17522
351,13239
352,2040
352,2040
352,2845
352,244
352,15945
352,12854
352,22948
352,22948
352,20265
352,20714
352,6606
352,21741
352,22210
352,10195
352,23227
352,14526
353,24464
353,17310
353,16695
353,16695
353,16695
354,18841
354,7429
354,7429
354,899
355,10582
355,7129
355,15680
355,10592
356,1840
356,24242
356,13651
356,50
356,20790
356,7651
357,1413
357,17486
357,13862
357,1413
357,17486
357,13862
357,13209
358,21137
358,21137
358,4658
358,8996
359,15228
359,22766
359,7008
359,7072
359,12485
359,7101
360,9830
360,6510
360,12452
360,24131
361,14664
361,23262
361,19690
361,19690
362,14345
362,12810
362,16226
362,9427
362,6172
362,18250
363,17841
363,5382
363,17841
363,5382
364,5561
364,23064
364,17131
364,17840
364,4880
364,4880
364,17178
364,14610
365,8929
365,299
365,1016
365,1483
365,13046
365,24788
365,18148
365,18148
365,91
366,2336
366,9741
366,21552
366,9741
366,21552
367,3140
367,17137
367,1310
367,12448
367,20052
367,15089
367,11059
367,13756
367,6932
367,16620
368,12799
368,6836
368,16254
368,13634
369,21641
369,14937
369,23339
369,21641
369,8570
369,13897
369,23339
369,21641
369,14937
369,17120
369,14983
370,11972
370,6160
370,18768
370,17379
371,20903
371,16864
371,19389
371,4903
371,18893
372,18790
372,17459
372,17459
372,20168
373,2032
373,7117
373,7117
373,10588
374,6693
374,22185
374,22185
374,17374
375,17333
375,12398
375,23149
375,24217
375,23826
375,3878
375,3878
375,19664
375,10338
375,304
375,9020
375,6915
376,2931
376,2931
376,9682
376,12881
377,13522
377,13522
377,300
377,2796
378,9117
378,16421
378,19051
378,11255
379,18459
379,1789
379,17841
379,17841
379,19888
379,3667
380,2592
380,15868
380,11284
380,865
380,5081
380,23818
380,12829
380,23695
381,5755
381,546
381,546
381,10477
382,18148
382,18148
382,91
382,20595
383,9331
383,14006
383,15302
383,5190
383,4117
383,13660
383,12488
384,16417
384,12352
384,13502
384,6923
385,21365
385,6784
385,14093
385,6784
385,14093
385,16687
385,8930
385,17302
385,17302
385,18575
385,7185
386,13236
386,9753
386,14684
386,7089
386,13723
386,8600
386,4080
386,9753
387,12304
387,13560
387,1184
387,12304
387,13560
387,1184
387,11135
388,23280
388,16708
388,5639
388,5311
388,18564
388,11151
389,9788
389,9788
389,6347
389,1134
389,3442
389,3442
390,2241
390,18782
390,16695
390,5575
391,15510
391,11255
391,5559
391,8182
392,20819
392,19374
392,16917
392,16917
392,14066
393,9039
393,9039
393,3936
393,15118
393,24253
394,6331
394,5788
394,7449
394,12447
394,23101
394,11362
395,16117
395,20343
395,17968
395,5389
395,5389
396,9671
396,9734
396,3884
396,14147
397,18179
397,5937
397,15537
397,22261
397,21131
397,6623
397,13809
398,11428
398,14105
398,10975
398,10975
399,22093
399,20119
399,20119
399,13699
399,12423
400,1104
400,1104
400,13995
400,3427
400,3360
400,12297
401,6606
401,63
401,2470
401,24687
402,13792
402,2927
402,2829
402,11690
402,10270
402,499
402,19678
403,20364
403,21328
403,5653
403,22600
403,2124
403,13494
403,1585
403,9024
403,20456
404,12789
404,14155
404,21219
404,693
405,4858
405,18497
405,18497
405,4873
405,387
405,615
406,7077
406,3147
406,12779
406,14666
406,16009
406,20103
406,6001
407,12205
407,6322
407,15502
407,17051
407,17051
407,4624
407,19036
407,4736
408,2494
408,5042
408,5042
408,4725
409,17307
409,381
409,381
409,5189
409,5189
409,12601
409,11255
409,22792
409,2619
409,2432
409,6243
409,7158
410,17809
410,17809
410,23294
410,19936
411,797
411,7117
411,797
411,7117
411,10289
411,10289
411,11949
411,699
412,7190
412,14479
412,18432
412,7931
412,8149
412,9360
412,18841
413,10045
413,1510
413,7782
413,14459
413,14459
413,13671
414,8216
414,8014
414,21859
414,19709
415,24331
415,15272
415,24360
415,8101
415,14847
415,11647
416,23532
416,17228
416,1690
416,16596
416,16658
416,17598
417,23245
417,8005
417,11014
417,587
417,587
418,18497
418,18497
418,23051
418,23051
419,6327
419,23229
419,4359
419,14420
420,16370
420,16620
420,14451
420,12954
421,6276
421,10538
421,17135
421,17135
421,8531
422,10048
422,23085
422,1582
422,23472
422,16488
422,18577
422,12796
422,23457
422,8912
422,19051
422,6259
422,9711
422,6314
422,13745
422,21354
422,8848
422,22679
422,8848
422,22679
423,3752
423,15531
423,16439
423,17214
424,1694
424,6001
424,5183
424,302
425,10539
425,6465
425,3987
425,16341
426,15813
426,16001
426,22510
426,22510
426,13902
426,23579
426,20539
426,2241
426,2520
426,23239
426,5247
426,8522
427,210
427,13817
427,23854
427,18063
427,18063
427,1051
427,18841
427,15529
428,15949
428,22576
428,5062
428,5062
428,11135
428,4888
429,17503
429,5546
429,3581
429,14030
430,17231
430,533
430,709
430,434
431,15873
431,8848
431,18385
431,8848
431,18385
432,24743
432,24743
432,21117
432,7833
433,5672
433,8544
433,1011
433,425
434,14578
434,8362
434,5314
434,18538
435,20407
435,7179
435,10339
435,2331
435,6140
435,15759
436,2483
436,11572
436,4208
436,20058
436,16480
437,7279
437,19962
437,15684
437,10218
438,8901
438,15502
438,4624
438,4934
439,8851
439,7398
439,20697
439,20697
439,13250
440,1261
440,12188
440,3535
440,3721
441,21525
441,10379
441,18479
441,5771
442,5683
442,16963
442,11286
442,13972
443,6476
443,6476
443,15716
443,1991
443,3704
444,18061
444,12272
444,3853
444,8096
444,304
444,63
444,16606
445,18689
445,15205
445,333
445,15567
445,333
445,10781
445,21172
445,22441
445,13637
445,2210
445,4273
446,10870
446,23644
446,20278
446,8875
446,7374
447,21036
447,13030
447,18317
447,22575
448,2845
448,6982
