uid,sid
36,1485
36,4992
36,5104
36,6143
36,9142
36,17918
37,18642
37,5123
37,10988
37,16869
38,20228
38,17286
38,10920
38,14749
39,909
39,17252
39,14578
39,1856
39,10376
40,4200
40,5198
40,3343
40,1533
41,9486
41,9714
41,4845
41,11102
42,7345
42,14196
42,16761
42,6259
42,14420
42,2196
42,14198
42,18513
42,18692
43,16900
43,4222
43,4555
43,5323
44,8685
44,9182
44,521
44,12882
45,5470
45,20666
45,10248
45,9172
46,19838
46,4378
46,12646
46,8328
46,10145
46,10233
46,12817
46,14757
47,15348
47,17531
47,15227
47,1160
47,13273
47,17779
47,18565
47,125
47,3343
47,14771
47,5198
47,2113
48,9209
48,10078
48,1082
48,3902
49,18183
49,5180
49,16750
49,18967
50,302
50,12371
50,18001
50,2209
50,9461
51,8034
51,17846
51,16135
51,3767
51,10050
51,9516
51,130
51,17712
52,11343
52,11241
52,92
52,2000
53,19794
53,5180
53,18577
53,14369
54,16162
54,18435
54,19194
54,5042
54,3890
54,2542
54,1969
54,11242
55,17037
55,15797
55,9799
55,6416
56,9971
56,16292
56,6393
56,3170
56,19349
57,10607
57,11312
57,14761
57,16110
57,10117
57,242
57,12579
58,12378
58,12249
58,1434
58,2904
58,14745
58,13327
58,17548
58,18081
58,13072
58,13072
58,13988
58,1473
58,8306
58,11588
58,2910
58,968
58,16236
58,17529
59,7291
59,19058
59,18642
59,19058
59,11017
59,16327
59,2314
59,4770
60,628
60,13106
60,8744
60,5652
61,18521
61,10355
61,5951
61,384
61,4667
61,10273
62,11343
62,1663
62,13730
62,18391
63,420
63,10548
63,13016
63,11422
64,4033
64,2180
64,12807
64,11734
64,14033
64,16439
65,15802
65,1552
65,12035
65,11778
65,19472
66,19038
66,7469
66,17664
66,3991
67,7135
67,11509
67,6463
67,6121
68,9968
68,10893
68,19053
68,14666
69,9379
69,19045
69,11782
69,15308
70,9991
70,16672
70,17810
70,5976
71,6493
71,17454
71,18642
71,2387
72,6718
72,11628
72,71
72,9209
72,10797
72,17679
73,12991
73,1361
73,20126
73,17107
73,1395
73,5803
73,3824
73,17029
74,2779
74,2779
74,2779
74,1751
74,1751
74,1751
74,17461
74,1158
74,9041
74,12075
74,13382
74,18193
74,5828
75,4808
75,11125
75,4529
75,14047
76,5390
76,14013
76,16242
76,19275
77,16156
77,5298
77,3712
77,4235
78,4212
78,11802
78,16680
78,294
79,19564
79,5881
79,9680
79,9461
79,4559
79,8158
79,6102
79,9790
80,16561
80,14571
80,7356
80,19670
81,12752
81,17876
81,15591
81,19689
82,10776
82,2334
82,11205
82,7868
83,8005
83,5461
83,5298
83,3712
84,554
84,17413
84,17341
84,14272
85,200
85,15482
85,17202
85,20218
85,11974
86,6833
86,19409
86,10795
86,20399
86,20431
86,20562
86,20123
86,5816
86,4550
86,8873
86,4916
86,3793
87,15262
87,11432
87,11811
87,8786
87,1214
87,4798
87,5329
87,20296
87,14047
87,2862
87,615
87,17787
87,1708
88,16636
88,4507
88,11885
88,4260
88,19616
89,20043
89,4444
89,1790
89,12882
90,20017
90,8005
90,8005
90,6541
90,6664
91,2280
91,3343
91,9503
91,6844
91,16142
91,618
92,16296
92,16327
92,7597
92,9722
93,19035
93,15906
93,13631
93,13636
93,424
94,8882
94,9393
94,18474
94,8588
95,12882
95,15622
95,11402
95,20184
95,19643
95,14064
95,20253
95,14822
95,13279
95,8371
96,7341
96,9461
96,8867
96,18059
97,5514
97,5514
97,9598
97,947
98,5828
98,19484
98,566
98,18435
98,17776
98,18683
98,12136
99,8842
99,15906
99,17876
99,2374
100,7276
100,4340
100,17051
100,14293
100,5844
100,16686
100,2136
100,18295
101,7384
101,2528
101,10376
101,3319
101,9848
101,11442
101,9381
101,7614
101,4568
101,10227
102,8352
102,9695
102,20178
102,1626
103,20003
103,14199
103,12096
103,11610
103,10355
103,13210
103,10145
103,17107
103,16134
104,18136
104,1138
104,10537
104,896
104,2395
104,20628
104,6780
104,7194
104,18624
104,9013
105,18695
105,19344
105,10341
105,6385
105,6247
105,12230
106,9299
106,20005
106,6147
106,12230
106,13782
106,20044
107,1427
107,13690
107,19058
107,16327
108,2580
108,5365
108,7991
108,5298
108,13001
108,922
108,15453
108,3712
109,8494
109,19217
109,10317
109,19596
110,7374
110,10000
110,19870
110,12164
111,11742
111,14801
111,14988
111,15175
111,17978
112,8005
112,19058
112,15480
112,2221
112,2065
112,3276
112,15127
112,12407
112,15725
112,1850
112,10145
112,16124
113,6822
113,9633
113,19058
113,19213
113,4255
113,13420
113,6497
113,20516
113,6497
113,2308
114,3271
114,11061
114,11061
114,12705
114,17254
114,17142
114,5267
114,4212
114,18234
114,14282
115,5440
115,9982
115,11789
115,16004
115,16004
115,16004
115,2630
115,18350
115,17482
115,15747
115,2348
116,7184
116,5781
116,9222
116,9222
116,4087
116,16136
117,9898
117,8998
117,6594
117,6510
118,16943
118,16367
118,7821
118,12882
119,5097
119,7288
119,17042
119,14060
120,2196
120,17337
120,3584
120,2021
120,2954
121,9265
121,16113
121,1443
121,17135
121,12871
121,7371
121,16580
121,13935
121,1896
121,11308
121,8933
121,10882
121,10299
121,1014
121,6179
121,20196
121,19911
121,20278
121,14237
121,9745
121,9111
121,18531
121,16490
121,12254
121,18801
121,12254
121,5951
121,8363
121,10340
121,6130
121,19147
121,1323
121,4906
121,451
121,12817
121,9220
121,2240
121,3950
121,11353
121,9240
121,9240
121,5442
121,663
121,9437
122,16327
122,544
122,3835
122,2209
122,15357
122,13386
123,19670
123,10280
123,12882
123,3979
124,11529
124,19078
124,5234
124,2706
124,5234
124,19081
124,7711
124,16353
125,8247
125,19192
125,12805
125,6664
125,2967
125,12708
125,4529
125,17070
125,11789
125,457
125,10376
125,2196
125,19744
125,6463
125,992
125,11380
126,16607
126,3978
126,6367
126,2217
126,11512
126,6386
126,15794
126,5048
126,9324
126,14047
127,12164
127,18967
127,739
127,19078
127,11712
127,18683
127,12136
127,16733
128,611
128,324
128,6541
128,14449
128,20042
128,20532
128,8596
128,13648
128,7319
128,6747
128,12813
129,7020
129,8091
129,14755
129,1957
129,16364
129,2425
129,6110
129,12882
130,7505
130,18213
130,1221
130,18573
130,11317
130,17064
130,11466
130,9293
131,9049
131,8930
131,14975
131,8728
132,16209
132,5757
132,17053
132,15421
133,4123
133,16327
133,11038
133,4075
134,1586
134,20507
134,6123
134,8270
134,17152
134,14100
134,5946
134,9015
134,2520
134,11177
134,8737
134,6659
134,357
134,1263
134,14721
134,6121
134,18429
134,7691
134,19484
134,8122
134,20106
134,16538
134,7927
134,4223
134,9083
134,5997
134,12767
134,16124
135,10067
135,5610
135,13334
135,5446
135,13144
135,15512
135,20303
135,11343
136,16334
136,10621
136,13386
136,544
136,969
136,18638
136,11046
136,12694
136,1978
137,10905
137,2848
137,12871
137,19058
138,20486
138,15584
138,11898
138,1983
138,10732
139,715
139,18123
139,18060
139,6068
139,7655
139,1790
139,3197
139,20562
139,13024
139,7349
139,7156
139,15366
139,2225
139,3910
139,15056
139,17742
139,7400
139,1863
139,8839
139,6434
139,14253
139,2670
139,9342
139,11044
140,14077
140,12504
140,9311
140,2716
141,4667
141,15953
141,19108
141,16856
142,10016
142,15273
142,15273
142,16459
142,2121
142,7735
142,12314
142,18935
142,14655
142,9266
143,13551
143,2734
143,10145
143,10947
143,1533
144,18642
144,11596
144,17989
144,9126
145,12751
145,10066
145,16185
145,3999
146,5100
146,5440
146,5880
146,6296
146,13106
146,344
146,12543
146,1265
147,9993
147,3256
147,15537
147,2925
147,13061
147,19533
147,6720
147,18832
147,18764
147,19957
148,15195
148,14985
148,5234
148,5738
149,14728
149,9547
149,10263
149,16136
149,19226
149,17279
149,8494
149,6331
149,6331
149,12579
149,5946
149,7300
150,19990
150,5932
150,12715
150,10376
151,4048
151,16060
151,1944
151,15878
152,7147
152,462
152,4421
152,2968
153,6860
153,5337
153,12327
153,1481
153,3613
154,18683
154,12136
154,10200
154,17602
155,7661
155,1082
155,5487
155,2424
156,1361
156,17780
156,2211
156,10311
157,12786
157,7105
157,18691
157,19158
158,19716
158,3804
158,20474
158,5486
158,8788
158,12483
158,14121
158,16249
158,7489
158,7597
158,17423
159,2387
159,996
159,8506
159,384
159,6952
159,8494
159,14256
159,3724
159,19811
159,9686
159,15404
160,19058
160,19058
160,10850
160,10376
160,10263
160,2026
160,10145
161,10773
161,2211
161,2754
161,4257
161,17906
162,14077
162,3902
162,3902
162,5843
163,2388
163,15679
163,12927
163,14507
163,1485
163,8511
164,5234
164,20081
164,5438
164,3003
164,14976
164,3657
164,13201
164,1795
164,8007
164,13143
164,4082
164,6052
165,11524
165,17715
165,19451
165,2765
166,1522
166,20169
166,2766
166,8867
166,15508
166,1926
166,470
166,11592
166,10376
166,20437
166,8842
166,15350
166,16033
166,6244
166,16162
166,1437
166,8495
167,9705
167,8005
167,19356
167,20510
167,17715
168,17539
168,18683
168,11712
168,11268
168,1445
168,6578
168,16733
168,10535
168,11985
168,9716
168,14033
168,9275
169,6453
169,16482
169,13468
169,11722
169,8634
170,15134
170,2781
170,749
170,18533
170,6613
170,9508
170,10588
170,16492
170,10250
170,10250
170,3262
170,8896
170,13965
170,3381
170,10573
170,14934
170,10996
170,19204
170,18316
170,9623
170,4545
170,12394
170,13445
170,8942
171,9361
171,147
171,1229
171,6780
171,4186
172,17244
172,12057
172,20674
172,5170
172,4596
172,5401
173,7919
173,5576
173,15584
173,19162
173,8256
173,12450
173,762
173,12291
174,2863
174,15575
174,10421
174,8486
174,6487
175,7544
175,12367
175,3665
175,9296
176,13807
176,13175
176,5748
176,5385
176,2208
176,5452
176,2305
177,8983
177,10010
177,20311
177,6434
178,6356
178,5720
178,9082
178,15458
179,19076
179,11164
179,4058
179,15794
179,15089
179,15510
179,3902
179,4087
180,2345
180,5310
180,5803
180,2209
181,9676
181,19359
181,16132
181,14969
181,19821
182,15107
182,4153
182,7966
182,4058
182,16331
183,12882
183,13210
183,15622
183,605
184,10921
184,20598
184,19058
184,13664
185,19670
185,20591
185,15105
185,20236
186,1347
186,17152
186,17300
186,10067
187,5920
187,12144
187,2400
187,5124
187,5686
187,11152
187,17070
187,15383
187,7112
187,1783
187,16550
187,4421
187,10817
187,17070
187,12336
187,4080
187,16623
187,16623
187,17591
187,10000
187,10000
187,10000
187,8382
187,19891
187,3635
187,12164
187,12306
187,10000
188,14047
188,10202
188,17847
188,12638
188,8741
188,3095
188,13
188,5973
188,5845
188,1431
188,12327
188,3745
189,13210
189,9603
189,13210
189,8976
189,1657
190,2382
190,5191
190,3568
190,3592
191,2266
191,8099
191,2209
191,3089
192,12747
192,12108
192,11782
192,17225
193,7885
193,12640
193,5826
193,441
193,16653
193,13002
193,3514
193,12759
193,3286
193,13444
193,13475
193,7362
194,10513
194,14077
194,10637
194,14480
195,18509
195,8416
195,5331
195,9622
195,16842
195,8997
195,7331
195,11190
195,12554
195,20343
196,18131
196,11886
196,2623
196,12394
197,16026
197,10243
197,9832
197,10746
197,12811
197,5193
197,3944
197,18182
197,11774
197,12137
197,19421
197,1807
197,17768
197,12613
197,14686
197,492
197,16856
197,10856
197,8099
197,1627
197,7651
198,4523
198,3889
198,2180
198,8982
198,20609
198,17641
198,17840
198,5617
198,14416
198,12957
198,20272
199,15591
199,17667
199,5176
199,13771
199,16028
199,9758
199,4507
199,12327
199,5144
199,5843
199,10560
199,18268
199,7794
199,10139
199,10723
199,12453
199,4559
199,7005
199,2387
199,15447
199,10921
199,13664
199,20598
199,18796
199,14802
199,18642
199,20042
199,13319
199,6570
199,19320
199,13106
199,18804
200,12066
200,15794
200,2217
200,15418
200,13210
201,8506
201,11580
201,17135
201,14866
202,181
202,5479
202,7437
202,10343
203,13150
203,17672
203,6011
203,9362
203,4909
204,1697
204,6277
204,17441
204,6083
205,12861
205,14199
205,10481
205,10101
206,19686
206,4965
206,3762
206,20197
207,10151
207,19428
207,7778
207,6935
207,19532
208,19536
208,14036
208,7351
208,14957
209,684
209,12065
209,10064
209,352
210,14254
210,6072
210,13124
210,3118
210,3684
210,10827
210,6338
211,10095
211,19195
211,5298
211,3712
211,3402
212,12049
212,16379
212,1029
212,124
213,15488
213,5803
213,9461
213,4559
213,16573
214,14287
214,12150
214,10311
214,5828
214,5746
214,10850
214,5828
214,11884
214,620
214,14261
214,16162
214,3534
214,5610
214,15736
214,11463
214,14747
214,5627
214,10
214,18304
214,19810
214,18865
214,4536
214,3146
214,4422
214,9502
214,19204
214,8655
214,13967
214,14914
214,3004
214,16326
214,16492
214,13216
214,8571
214,10295
214,8505
214,18185
214,8695
214,8295
214,19943
214,16761
214,6329
214,14813
214,19194
214,4855
214,304
214,9959
214,16806
215,9340
215,18577
215,7457
215,2930
215,2322
215,425
215,8234
215,7699
216,17769
216,7821
216,18527
216,6965
216,7511
216,11510
216,16072
216,16425
217,2644
217,16682
217,7887
217,7319
218,5183
218,4147
218,725
218,4016
219,1400
219,15985
219,2959
219,18510
219,13807
219,3686
219,13279
219,18474
219,10591
219,12296
219,16914
219,19373
219,19259
219,20677
219,12449
219,12715
219,14805
219,11116
219,250
219,8420
219,7737
219,17028
219,16964
219,3389
219,2601
219,15672
219,15184
219,16756
220,19058
220,15929
220,2180
220,11734
220,12807
221,19213
221,16977
221,20249
221,15108
222,16419
222,14919
222,20346
222,12035
223,20127
223,8348
223,585
223,17534
223,3744
224,966
224,16530
224,3803
224,8523
225,15560
225,6866
225,19727
225,3827
225,19058
225,10483
225,16427
225,6815
225,13551
225,17152
225,12254
225,12254
225,5049
226,4987
226,4987
226,17011
226,15342
226,8005
226,2209
226,17997
227,18642
227,17899
227,16315
227,17133
228,10284
228,20212
228,931
228,11413
229,7456
229,18808
229,15934
229,9767
230,14950
230,12650
230,9872
230,12882
230,14256
230,9570
231,17630
231,2266
231,13437
231,16561
232,14717
232,13914
232,12882
232,4559
232,5803
232,1972
232,644
232,9477
232,8885
232,2355
232,19187
232,5828
233,14065
233,13049
233,7386
233,9318
233,12637
234,6386
234,11653
234,20059
234,347
235,19231
235,19231
235,14796
235,4222
235,19058
235,19058
235,4832
235,6123
235,8128
235,18283
235,18283
235,18283
235,11580
235,17051
235,11421
235,19120
235,16427
235,8910
235,19849
235,757
235,4171
235,19371
235,8494
235,11687
235,5656
235,15386
235,5510
235,15522
235,9387
235,8903
235,14393
235,962
235,12579
235,2128
235,1029
235,16353
235,10145
235,1374
235,4232
235,16124
235,12254
235,2778
235,20449
235,7226
235,20439
235,8726
235,12290
236,8864
236,2134
236,10811
236,11925
236,6236
236,14046
237,14613
237,20042
237,19670
237,14231
238,15722
238,10145
238,11235
238,2209
238,17989
239,6528
239,1195
239,13782
239,5131
240,9590
240,2805
240,6203
240,1626
240,3643
241,6866
241,12546
241,9757
241,5298
241,282
241,18590
241,3712
241,123
241,17372
241,9603
241,14051
242,9342
242,15936
242,11161
242,2646
243,7767
243,8930
243,9894
243,6893
244,16572
244,8486
244,2862
244,18384
244,4851
244,20621
244,5416
244,13544
244,1471
244,3298
244,19554
244,6208
245,13574
245,9872
245,9461
245,4559
246,11567
246,19839
246,6215
246,15491
246,10493
246,1001
246,1850
247,4371
247,370
247,7099
247,15229
248,2862
248,15864
248,2814
248,17837
249,11816
249,16693
249,11343
249,14041
250,14631
250,18543
250,14238
250,1834
250,6860
251,9461
251,5828
251,5828
251,16341
251,10449
251,19794
252,13342
252,9818
252,5131
252,6051
252,10145
252,11402
252,11847
252,7958
252,2556
252,17299
252,5909
252,1926
252,14047
252,3029
253,2968
253,8371
253,15426
253,8511
253,4702
253,16273
253,8984
253,2968
254,7386
254,4559
254,3804
254,5486
254,8788
255,12899
255,4808
255,15786
255,20649
256,9652
256,13536
256,17057
256,6111
256,9790
256,5390
256,18396
256,15927
256,5134
257,18642
257,5674
257,15426
257,8583
258,10302
258,14744
258,20026
258,10729
258,14950
258,1370
258,14939
258,8130
259,3167
259,6904
259,7084
259,9720
260,1236
260,10712
260,6590
260,8163
261,4269
261,10577
261,14866
261,19319
261,14914
261,1741
262,2868
262,17989
262,5330
262,5642
262,5298
263,20413
263,7723
263,1928
263,9182
264,10921
264,20598
264,1485
264,1859
265,5686
265,737
265,5565
265,13628
265,20194
266,1016
266,16173
266,9361
266,16246
267,10131
267,10376
267,14583
267,8930
267,17023
267,12424
267,14077
267,18063
268,19454
268,15746
268,3967
268,11574
268,16761
268,10850
268,5828
269,17715
269,16075
269,17399
269,8977
269,17672
270,2187
270,19470
270,19338
270,10980
271,4582
271,10468
271,3039
271,18797
271,5276
271,14292
271,8506
271,12899
271,10424
271,5573
271,18174
271,14916
271,6665
271,3173
271,18543
271,18642
271,11653
271,3734
271,17776
271,8930
271,19670
271,15488
271,7542
271,8938
271,4321
271,4395
271,15001
271,13648
271,9864
271,18959
271,2763
271,16315
271,13633
271,12744
271,13089
271,16856
271,11610
271,9910
271,1504
271,18852
271,2906
271,12882
271,1571
271,9461
271,5706
271,5438
271,11847
271,15622
271,17437
271,19457
271,15639
271,14282
271,19013
271,9379
271,8099
271,631
271,7896
272,10280
272,7551
272,11168
272,7000
273,15223
273,6596
273,18266
273,18001
273,1889
273,17528
274,14075
274,4749
274,7403
274,10419
274,12184
274,10892
274,13290
274,5689
275,4968
275,2871
275,8842
275,18834
276,9927
276,893
276,13210
276,12882
276,13801
276,176
277,20161
277,17434
277,10671
277,8599
277,7412
278,2256
278,5440
278,5052
278,10247
279,16315
279,9461
279,19224
279,7479
280,10145
280,13039
280,18976
280,19518
280,19035
281,3547
281,14631
281,11111
281,3993
281,7875
282,15107
282,10145
282,1896
282,19727
283,8131
283,2965
283,4559
283,12882
283,5706
283,18543
283,3613
284,15107
284,2314
284,2314
284,12882
284,351
284,12352
284,3976
285,14655
285,1624
285,20340
285,9553
285,1952
285,18097
285,10957
285,1665
286,17821
286,11143
286,16405
286,9832
286,6908
286,6908
287,14077
287,8796
287,16410
287,10446
287,18642
287,6203
287,10145
287,20222
287,19058
287,19058
287,13648
287,6121
287,13746
287,7006
287,19476
287,50
287,19080
287,17776
287,12882
287,543
287,12075
287,910
287,5180
287,15733
287,13914
287,17897
288,16969
288,7331
288,15202
288,12327
288,7541
289,9453
289,16690
289,17227
289,910
290,840
290,13148
290,39
290,19058
290,19058
291,6982
291,1514
291,1780
291,12838
291,10490
292,7418
292,4559
292,20026
292,760
293,20621
293,1830
293,4260
293,15066
293,2985
293,10374
293,14975
293,10355
294,14378
294,8672
294,4940
294,13307
294,20488
294,3923
294,12673
295,6647
295,1497
295,1572
295,664
295,6698
296,16593
296,7384
296,10335
296,14070
296,6739
296,7241
296,10350
296,1072
296,17202
296,5329
296,9389
296,13210
296,5205
296,18632
296,18554
296,5843
296,18883
296,4251
296,19206
296,2528
296,4301
296,10932
296,4253
296,19656
297,12900
297,17968
297,15830
297,19943
297,8894
297,10148
297,11028
297,2823
297,2483
298,350
298,15107
298,9461
298,19671
299,3974
299,9318
299,11539
299,8005
299,20368
300,10591
300,20219
300,8402
300,9075
300,19999
301,1353
301,16007
301,1951
301,19233
302,13256
302,9802
302,6476
302,12107
303,14219
303,8019
303,2196
303,437
304,4465
304,15109
304,19080
304,177
305,8631
305,1867
305,4301
305,17131
305,8683
305,6216
305,11249
305,4091
305,13375
305,10459
305,14017
306,5946
306,2180
306,19058
306,19058
306,16327
306,6497
306,5828
307,5202
307,5052
307,14333
307,10152
308,4272
308,1075
308,1318
308,1846
308,4702
308,4281
308,1680
308,6531
308,6154
308,10621
308,19094
309,596
309,1904
309,11875
309,2095
309,11812
310,4462
310,1496
310,6860
310,6619
310,20585
310,5033
310,2399
310,1172
310,8679
310,294
311,6866
311,9461
311,19113
311,14822
311,14238
311,4416
311,13469
311,6598
311,1928
311,12327
312,16424
312,14677
312,17561
312,3254
313,15774
313,15774
313,15774
313,15774
313,15325
313,11539
313,11539
314,5271
314,3530
314,5587
314,12860
315,1337
315,18222
315,17894
315,18642
315,10009
315,9160
315,15342
315,5327
315,15447
315,12955
315,11343
315,18509
316,10470
316,16072
316,5168
316,2802
316,20231
316,19161
316,19744
317,13682
317,15402
317,3692
317,16538
317,4338
318,14562
318,13095
318,17011
318,11453
318,11866
318,8608
319,6784
319,16579
319,19242
319,7249
319,16455
320,20312
320,20055
320,12960
320,16156
321,8528
321,14834
321,9533
321,3389
322,7554
322,3575
322,19486
322,20303
323,18259
323,9364
323,2054
323,3981
323,12308
323,20386
323,3996
324,7965
324,18509
324,17864
324,1926
325,13664
325,2424
325,15866
325,5180
326,11592
326,10168
326,1975
326,17141
326,5281
326,10957
326,7407
326,18396
326,16703
326,15227
326,5424
326,4326
326,12745
327,20400
327,12540
327,9926
327,2967
327,13893
327,19811
327,3600
327,20464
327,12805
327,19323
327,17949
328,105
328,9368
328,10145
328,13146
328,11505
328,20665
329,5774
329,15160
329,19621
329,13069
329,19550
330,11402
330,19037
330,7518
330,669
331,6488
331,1702
331,2372
331,1767
331,348
331,6514
331,5539
331,16073
331,9533
331,20042
331,16682
331,1012
331,11358
331,15482
331,18706
331,7919
332,8260
332,6347
332,422
332,16346
332,9929
332,18435
332,18113
332,7814
332,9028
332,20415
332,6148
332,9071
332,20675
332,14725
332,10420
332,1360
332,5946
332,620
332,16691
332,15069
332,13359
333,13128
333,2028
333,15170
333,16396
334,15687
334,16159
334,6324
334,16100
334,12327
334,13751
334,14258
334,13612
334,15662
334,14902
334,14652
334,3863
334,5227
334,16984
334,6983
334,10064
335,12882
335,13210
335,17683
335,12440
335,10641
335,20317
335,4058
335,7386
335,1078
335,8236
335,3998
335,3140
336,16804
336,1549
336,16499
336,15144
336,11529
336,16499
337,4320
337,2754
337,12422
337,16261
338,826
338,12428
338,12138
338,20018
338,7692
338,10238
338,7811
339,147
339,4686
339,16672
339,20317
340,8005
340,10587
340,8865
340,18523
340,5828
340,5828
341,5298
341,11574
341,17850
341,3712
342,16760
342,18642
342,20059
342,17672
343,16528
343,12863
343,9536
343,19644
344,19094
344,20574
344,3141
344,1193
344,13669
344,8035
344,5070
344,20532
344,17876
344,8839
344,10269
344,1846
344,8977
344,14610
344,8463
344,13410
344,20311
344,6598
344,10466
345,5828
345,1536
345,7150
345,19058
346,8352
346,1830
346,11847
346,6659
346,9790
347,15485
347,7144
347,7276
347,17984
347,5055
347,7650
347,19448
347,16617
347,12394
347,19334
348,1928
348,13210
348,7634
348,1496
348,3170
348,9685
348,6598
348,18638
348,13869
349,8005
349,8005
349,20563
349,1338
350,19484
350,17202
350,7241
350,15089
350,4235
351,1922
351,50
351,2221
351,6121
352,13657
352,16955
352,15588
352,19002
353,18642
353,15107
353,10145
353,16856
354,7226
354,12290
354,4315
354,15512
355,2314
355,9266
355,5828
355,5828
356,18811
356,1665
356,13782
356,6597
356,2495
357,8573
357,6704
357,9678
357,16761
357,2868
358,15041
358,7615
358,8868
358,16538
359,8384
359,1975
359,19616
359,9178
359,11073
359,19990
359,16895
359,19857
359,12258
359,10029
359,15402
359,4809
359,15845
359,11789
359,15491
359,12011
359,1342
359,18187
359,19557
359,911
359,1841
359,15491
359,15167
359,5828
359,6587
359,14198
359,14245
359,6532
359,4351
360,7887
360,7319
360,15917
360,20443
361,10146
361,20486
361,12504
361,9461
361,588
361,10850
361,10850
361,5828
362,11510
362,18702
362,8251
362,13509
363,13210
363,4559
363,7048
363,20519
363,11504
364,9013
364,19365
364,14187
364,1512
365,10237
365,12876
365,12882
365,6660
366,3141
366,9182
366,19716
366,18300
366,14090
366,4737
366,8504
366,6682
366,18026
366,16484
367,18213
367,13210
367,1830
367,19670
368,1427
368,1561
368,4934
368,20573
368,880
369,8857
369,7868
369,5642
369,19836
370,12899
370,6157
370,18008
370,215
370,12744
370,8387
370,15584
370,9894
370,7384
370,18143
370,7386
371,16749
371,11944
371,2594
371,4270
371,14287
371,13884
372,516
372,14238
372,11592
372,11592
372,18057
372,294
372,1975
372,11847
372,5645
372,10443
372,12330
372,11367
372,15037
372,6258
372,13334
372,3641
372,6285
372,16761
373,14012
373,14012
373,5822
373,17209
374,16856
374,18642
374,2209
374,4755
374,14629
374,9461
374,7735
374,20216
374,2868
374,10184
374,19224
374,5828
375,7864
375,15494
375,8644
375,11005
376,10711
376,3221
376,10932
376,12593
376,1358
376,3730
376,14030
376,16379
376,12642
376,13886
376,2965
376,397
376,6665
376,1347
376,14029
376,7814
376,19674
376,1631
376,1272
376,18745
376,15065
376,13925
376,6268
376,10366
376,9864
376,10145
376,245
376,6711
376,11487
376,8398
376,15425
376,18428
376,18174
376,5455
376,2654
376,16821
376,9461
376,1900
376,12650
376,2902
376,5724
376,18787
376,9243
376,12663
376,2520
376,10198
376,9902
376,2044
376,16163
376,4794
376,1665
376,20530
376,7378
376,13143
376,15522
376,13737
376,9411
376,15404
376,12481
376,3715
376,7091
376,1241
376,20196
376,2649
376,1011
376,9151
376,1029
376,877
376,10898
376,4140
376,2778
376,1761
376,5378
376,10340
376,1822
376,18835
376,5135
376,11204
376,14373
376,6130
376,13604
376,9818
376,11098
376,15622
376,5129
376,16927
376,14100
376,9745
376,15356
376,19013
376,15878
376,4078
376,776
376,6454
376,8066
376,1876
376,11532
376,10554
376,4906
376,17546
377,11099
377,4853
377,9486
377,6360
377,6635
377,13008
378,16761
378,11974
378,2314
378,3253
379,17941
379,19493
379,16181
379,17718
379,6923
379,866
379,3642
379,14184
379,11015
379,5170
379,5845
379,6532
379,12422
380,6200
380,20579
380,69
380,19226
380,2105
380,9265
380,10170
380,19277
380,3695
380,13176
380,5045
380,18834
380,20365
380,6004
380,4802
380,9444
380,14764
380,13502
