uid,sid
160,2805
160,2864
160,5820
160,5820
160,2662
160,1860
160,3200
161,2325
161,171
161,5219
161,2368
162,1147
162,3900
162,1477
162,1477
163,1212
163,45
163,695
163,1659
164,2935
164,3664
164,3417
164,6273
165,2984
165,2984
165,4784
165,1548
165,2248
165,459
165,4170
165,1278
166,6327
166,4649
166,3757
166,5009
167,1244
167,490
167,2724
167,5971
167,2769
167,681
167,5882
167,4740
168,4398
168,4223
168,1095
168,4466
169,5965
169,4895
169,2834
169,3411
169,4638
170,1882
170,6117
170,5417
170,5774
171,2653
171,1697
171,5192
171,4673
171,1856
172,6589
172,6589
172,2029
172,5209
172,3416
172,3416
172,3657
172,5496
172,5532
172,4911
173,2171
173,1822
173,6589
173,1090
174,3407
174,1608
174,900
174,1598
174,3807
174,6470
174,3800
174,1091
174,4342
174,1753
174,5013
174,5054
174,1602
174,4954
174,3892
174,239
174,239
174,4681
174,3681
174,4936
174,2017
174,2950
174,5081
174,4072
174,4354
175,841
175,4644
175,1474
175,3443
176,3109
176,4638
176,4638
176,5741
176,847
176,4034
176,5688
176,5414
176,239
176,4967
176,2321
176,2240
176,4009
176,4487
176,6299
176,5087
176,4357
176,567
176,2376
176,26
176,4788
176,399
176,1417
176,1612
176,5977
176,2094
176,1856
176,1856
176,4823
176,3252
176,817
177,3416
177,683
177,980
177,1812
177,6442
178,2675
178,107
178,5788
178,5788
179,6479
179,1776
179,1776
179,1776
180,234
180,240
180,4075
180,3868
180,6336
180,4904
181,683
181,1908
181,3154
181,4631
182,986
182,1471
182,878
182,878
182,878
183,4481
183,1387
183,5393
183,5938
184,3171
184,772
184,2033
184,1908
185,900
185,2235
185,2156
185,2156
185,1224
185,1224
185,2390
185,3370
185,3601
186,2126
186,2961
186,1419
186,3546
187,4256
187,2892
187,1714
187,1714
188,6589
188,6589
188,1090
188,5965
188,2148
189,4654
189,6327
189,237
189,237
190,5008
190,5262
190,1659
190,1419
191,5113
191,198
191,4673
191,4825
191,5002
191,4911
191,2749
191,1149
192,3252
192,3273
192,2393
192,2393
192,2393
192,1477
192,3546
193,2918
193,1072
193,3845
193,5393
194,717
194,2240
194,139
194,900
194,4676
194,2020
194,3797
195,1032
195,5543
195,1375
195,2248
195,2149
195,1419
195,1924
195,3164
195,2640
195,4236
195,20
195,6514
195,2312
195,4170
195,679
195,6442
195,6442
195,4185
195,4185
195,2807
195,937
196,4075
196,5134
196,1460
196,4260
197,1491
197,925
197,4470
197,2268
198,4589
198,4250
198,3495
198,1218
199,2158
199,3917
199,5276
199,2252
200,4918
200,1165
200,2760
200,1471
201,4492
201,6327
201,4464
201,62
202,4388
202,3571
202,4127
202,780
203,6279
203,6279
203,2033
203,2033
204,1032
204,862
204,5496
204,5110
205,2097
205,6153
205,4448
205,4448
205,1327
206,4911
206,4897
206,1018
206,1836
206,6175
206,6309
206,3292
206,3149
206,6539
206,2312
206,4690
206,4690
206,4964
206,3860
206,4073
206,2220
206,2984
206,596
206,4170
206,2738
206,6442
206,2527
206,3164
206,2826
206,5667
206,5965
206,6385
206,1929
206,4821
206,5939
206,5988
206,3540
206,1595
206,1800
207,1244
207,6032
207,5722
207,838
208,5205
208,2920
208,4475
208,2907
209,4970
209,527
209,6520
209,4654
209,1073
209,1073
209,4845
209,3181
210,5215
210,1498
210,4784
210,5013
210,2240
210,5085
211,2980
211,2437
211,2207
211,4924
211,5127
211,2203
211,3173
211,6163
211,2020
211,2251
211,5877
211,705
211,1785
211,3339
211,3339
211,658
211,2381
211,1332
211,2505
211,1666
212,2116
212,4578
212,4796
212,1013
213,4796
213,900
213,2785
213,5270
213,4718
213,369
213,4172
213,2680
213,3212
213,693
213,1724
213,2203
213,4203
213,2276
213,4398
213,1008
213,217
213,217
213,217
213,3546
213,3337
213,2671
213,5722
213,3805
213,5992
213,6393
213,5418
214,1758
214,1758
214,2081
214,101
214,101
214,5021
214,222
215,1110
215,5104
215,4390
215,3887
216,2074
216,2074
216,5776
216,5406
217,847
217,132
217,132
217,132
218,4705
218,1498
218,1966
218,1966
218,2809
218,2320
219,4063
219,2549
219,101
219,101
220,1048
220,132
220,132
220,3213
221,3159
221,217
221,1487
221,6180
222,763
222,3273
222,3273
222,237
222,1419
223,217
223,217
223,101
223,101
223,3335
223,3411
223,3411
223,1072
223,5688
223,5388
223,62
223,5663
223,3823
223,3950
223,2256
223,2256
223,2820
223,2820
223,5596
223,795
223,1949
223,1758
223,4481
223,4357
223,6134
223,6515
223,753
223,583
223,1741
223,3276
223,5938
223,986
224,780
224,780
224,240
224,3612
225,3273
225,5676
225,1066
225,6003
225,3546
226,3150
226,3511
226,2115
226,2262
227,101
227,101
227,101
227,217
228,1697
228,4673
228,4272
228,1516
228,2168
228,5899
228,2823
228,2174
228,263
228,4285
228,1384
228,3566
228,1245
228,4009
228,3999
228,1586
228,1117
228,6484
228,2700
228,5087
228,2515
229,3389
229,5409
229,6
229,217
230,4185
230,4185
230,3594
230,237
231,4630
231,1760
231,1760
231,6309
232,745
232,317
232,2496
232,3255
232,3733
232,6479
232,4473
232,5076
232,2395
232,867
232,639
233,3933
233,3880
233,5209
233,5209
234,275
234,1387
234,4346
234,3660
234,1579
234,2243
234,101
234,101
234,6209
235,3407
235,663
235,900
235,954
235,1498
235,4365
235,730
235,4031
235,2757
235,4598
235,4221
236,5779
236,1789
236,132
236,23
236,443
237,900
237,1589
237,1966
237,1966
238,3916
238,5406
238,5605
238,5605
238,3774
238,2669
238,4740
238,2710
239,1994
239,5014
239,4170
239,679
239,5692
239,451
239,4481
239,4728
240,6592
240,6184
240,4990
240,6349
240,6136
240,2207
240,5852
240,5096
240,4112
240,3839
240,4705
240,4307
240,645
240,153
241,2175
241,1149
241,1149
241,3754
241,1552
241,5782
241,996
241,4911
242,5696
242,6387
242,3435
242,4070
242,2996
242,4986
242,2557
242,1052
243,3495
243,2976
243,1821
243,3917
244,3416
244,6390
244,4796
244,1417
244,5558
244,5020
244,1471
244,1723
245,1856
245,3370
245,373
245,5162
245,6144
245,1461
245,2170
245,1697
246,1931
246,61
246,3664
246,144
246,382
246,23
246,23
246,6191
246,1856
246,1331
246,2143
247,2549
247,132
247,2393
247,4185
247,4185
248,1394
248,1399
248,654
248,1749
248,2207
248,3465
248,4278
248,2449
248,4967
248,6457
248,6018
248,5087
248,4121
248,660
248,1328
248,2156
248,2156
248,5503
248,1059
248,4126
248,48
248,2351
248,5538
248,5772
248,2094
248,795
248,6388
248,6388
248,2571
248,4982
248,2036
248,386
248,3591
248,4551
248,5022
248,6448
249,2621
249,5597
249,3250
249,5085
250,4807
250,2984
250,92
250,846
250,1417
250,2235
250,3927
250,1929
250,4964
250,3868
250,3945
250,5677
250,5779
250,6442
250,1419
250,1419
250,6539
250,3845
250,3356
251,3273
251,3273
251,1425
251,1685
252,5676
252,2039
252,2549
252,4911
253,2110
253,4705
253,5966
253,4744
253,4669
253,3950
253,5669
253,3674
253,3395
253,4407
253,5431
253,938
253,2156
253,1224
253,1294
253,6306
253,2292
253,6427
253,4246
253,1342
253,6124
253,6260
253,53
253,5266
253,1878
253,5224
253,6383
253,2776
253,5720
253,4918
253,4918
253,225
253,3490
253,2641
253,5871
253,1410
253,5262
253,2616
253,4955
253,401
253,1447
253,2636
253,5654
253,3075
253,3353
253,5385
253,2029
254,4705
254,3407
254,2549
254,2312
255,13
255,3200
255,3047
255,1726
256,101
256,101
256,2356
256,2645
256,2645
256,4690
257,394
257,4785
257,5739
257,2855
257,2221
257,3014
257,3026
257,4797
257,972
257,4650
257,4252
257,297
257,4426
258,4512
258,4995
258,2630
258,219
258,3959
258,4494
258,5040
258,1703
259,6590
259,5646
259,3899
259,684
260,4796
260,4694
260,3504
260,4690
261,6238
261,2965
261,4796
261,4705
261,6175
261,3396
261,3416
261,3416
262,841
262,5300
262,4148
262,4159
262,437
262,1576
262,986
262,1856
263,1224
263,4357
263,6589
263,5892
264,6493
264,6493
264,6493
264,3116
265,878
265,878
265,1161
265,2446
266,900
266,3213
266,1093
266,5013
266,2905
266,3865
266,4417
266,847
267,4911
267,817
267,235
267,2148
268,1218
268,6422
268,6422
268,6422
269,6589
269,614
269,237
269,237
270,4470
270,4470
270,4470
270,4421
270,3845
271,3715
271,5409
271,2059
271,1371
271,1500
271,2772
271,55
271,2271
271,1776
271,1776
271,3411
272,4185
272,2527
272,1851
272,5605
273,4170
273,4170
273,382
273,170
274,1021
274,2059
274,5406
274,2820
274,3729
274,4390
274,5892
275,4911
275,4796
275,6327
275,1149
275,1471
276,101
276,101
276,3664
276,878
276,1951
276,217
276,217
277,2248
277,4203
277,2071
277,4916
277,679
277,1419
277,3652
277,6292
278,2431
278,3351
278,616
278,5324
278,3558
278,1371
278,263
278,5078
278,4919
278,2531
278,6598
278,5720
278,2115
278,3700
278,1766
278,2154
278,1408
278,4066
278,1183
278,2086
279,2223
279,6479
279,3820
279,6398
279,1994
279,1994
279,2299
279,5001
279,3614
280,3370
280,4185
280,3149
280,1245
281,3339
281,1032
281,1032
281,1045
282,1939
282,61
282,4587
282,3416
283,639
283,4058
283,4603
283,3664
283,6512
283,6261
283,6338
283,730
283,2475
283,3214
283,3250
283,455
283,132
283,5721
283,2984
284,6003
284,537
284,5676
284,2549
284,1471
284,5035
284,2175
284,3303
284,1908
284,6191
284,101
284,967
284,1856
285,3546
285,3546
285,3546
285,3511
285,2907
286,4276
286,4918
286,4365
286,1760
286,1741
287,3900
287,2059
287,3699
287,1929
287,5021
287,1500
287,6265
288,1376
288,365
288,416
288,1819
289,3612
289,3612
289,1477
289,1477
289,101
289,101
289,5938
290,2081
290,4060
290,3273
290,4256
290,1393
290,5950
290,1789
290,4694
291,878
291,878
291,878
291,2684
292,101
292,101
292,4796
292,4796
293,763
293,4397
293,6265
293,132
294,4477
294,4477
294,5995
294,1800
295,1619
295,55
295,1045
295,5676
295,234
295,3024
295,3035
295,5682
295,4643
295,5397
295,2357
295,4796
296,4918
296,4918
296,5215
296,2558
296,3472
296,2276
296,5064
297,4181
297,4918
297,2684
297,2033
297,3657
297,1165
297,2658
297,2328
298,2181
298,4230
298,3896
298,2446
298,3700
298,1836
298,5117
298,4649
298,3208
298,808
298,3373
298,1258
298,218
298,1988
298,1696
299,6387
299,5493
299,6597
299,4185
299,4185
299,4185
299,3546
299,2107
300,1984
300,4918
300,4918
300,2094
301,3357
301,1984
301,2984
301,3895
301,1139
301,3546
301,1928
302,2971
302,5110
302,3617
302,1334
302,2223
302,1776
302,1696
302,1696
302,1899
303,905
303,5336
303,2783
303,1447
304,2020
304,1149
304,1110
304,2837
305,101
305,5104
305,5104
305,4784
306,340
306,5076
306,3495
306,3357
307,107
307,5021
307,1461
307,2039
307,2287
308,5104
308,1882
308,492
308,4470
309,3094
309,4427
309,5977
309,4508
309,1373
310,3416
310,3416
310,3416
310,437
311,5696
311,969
311,5085
311,101
312,3546
312,4690
312,4690
312,380
313,3900
313,1224
313,2675
313,1856
313,356
314,1908
314,2266
314,4373
314,912
314,1066
315,4397
315,1554
315,5673
315,572
315,1661
315,969
315,3285
315,2958
315,4214
315,2369
315,575
315,5105
315,2658
315,2589
315,23
315,321
315,4399
315,6515
316,4235
316,2311
316,5779
316,1105
317,3453
317,4940
317,6030
317,817
318,6323
318,2475
318,483
318,1409
319,268
319,3617
319,2158
319,3839
319,4390
319,310
319,3019
320,132
320,132
320,132
320,101
320,101
320,3273
320,2074
321,217
321,217
321,4399
321,2219
322,847
322,1882
322,1723
322,817
322,817
322,2977
322,509
322,5035
322,6279
322,3213
322,1756
322,3299
322,909
322,4935
322,329
322,5681
322,5871
322,1299
322,2718
322,2485
322,2058
322,186
322,6592
322,3544
322,775
322,4295
322,3343
322,2724
323,1083
323,132
323,4679
323,775
324,780
324,6220
324,2603
324,6
325,2540
325,5596
325,852
325,3116
326,53
326,2877
326,2393
326,6361
326,6361
327,2039
327,132
327,1246
327,1966
327,5849
327,6366
328,822
328,5477
328,3337
328,2161
328,1856
328,4077
328,5688
328,5508
328,5343
328,4512
328,5236
328,2393
328,5580
328,1144
328,2576
328,6175
328,4911
328,4911
328,3718
328,3141
328,3495
328,4636
329,6190
329,2675
329,4066
329,6539
330,5569
330,4649
330,761
330,3546
330,3546
330,5131
331,6518
331,3024
331,2334
331,263
331,5076
331,2351
331,4437
331,2008
332,5938
332,2074
332,55
332,55
332,2148
332,2148
332,1487
332,2446
333,2383
333,3315
333,3194
333,4660
333,5064
334,1315
334,4948
334,3868
334,1553
334,5064
334,5192
334,4494
334,1294
334,1753
334,6448
334,2211
334,3546
334,5209
335,2879
335,1613
335,3047
335,4577
335,2074
335,2074
335,2984
336,3858
336,1994
336,1300
336,225
336,5013
336,4449
336,6384
336,266
337,1660
337,3916
337,3180
337,3372
338,2243
338,112
338,3237
338,4654
338,240
338,5676
338,5688
338,3900
338,6528
338,2760
338,1741
338,1929
338,2236
338,1149
338,5977
339,583
339,717
339,4481
339,4481
339,1839
339,47
339,4586
339,1477
339,1477
339,589
340,4598
340,4148
340,4185
340,5296
341,4918
341,4918
341,1384
341,2785
341,2621
342,2760
342,3668
342,345
342,1149
343,3562
343,1331
343,4370
343,1741
343,1741
343,1708
343,5300
343,2393
344,813
344,112
344,2571
344,2528
344,1993
344,3252
345,2520
345,3898
345,137
345,5945
345,6137
346,1801
346,3629
346,104
346,2998
347,3917
347,2256
347,101
347,5998
348,5751
348,4598
348,5149
348,3273
349,5278
349,3519
349,3732
349,2094
350,4329
350,2425
350,3623
350,1095
350,2724
351,6341
351,1926
351,1477
351,1477
352,1847
352,5914
352,5929
352,5076
352,5780
352,4365
352,4365
352,2122
352,6533
352,586
352,3736
352,4654
352,399
352,251
352,954
352,4918
352,1939
353,4221
353,481
353,818
353,2693
353,1294
353,5907
353,5258
353,3855
354,3940
354,986
354,74
354,969
354,4807
354,3416
354,3707
354,6571
354,3699
355,4372
355,2276
355,5215
355,5215
355,3286
355,2661
355,6461
355,4470
356,5622
356,4550
356,5916
356,5560
356,3276
356,5296
356,1610
356,6469
357,2126
357,4654
357,4654
357,2209
357,3684
357,3845
358,5215
358,5215
358,2203
358,3273
359,2984
359,4649
359,2864
359,5508
360,1213
360,1045
360,1045
360,5862
361,5076
361,4673
361,1463
361,3596
361,3596
361,1224
361,5064
362,1477
362,4821
362,6107
362,1218
362,2761
362,5788
362,5788
363,101
363,1387
363,1387
363,217
364,4185
364,4185
364,4442
364,2676
365,3416
365,3416
365,3416
365,329
366,1045
366,1051
366,2044
366,1032
366,3546
366,3366
366,527
366,1966
366,2223
366,2223
366,3509
367,5683
367,2609
367,6514
367,1341
367,4181
367,1419
367,1662
367,235
368,2675
368,3352
368,101
368,4260
368,2115
369,6201
369,1605
369,1748
369,4907
369,6367
369,735
370,3094
370,6191
370,986
370,986
370,1908
370,4610
370,1471
370,2496
370,5860
370,101
370,74
370,6327
370,5032
370,1003
370,2904
370,79
370,1477
370,3090
370,2575
370,763
370,5779
370,537
370,3357
370,5300
370,2033
370,4067
370,4067
370,4067
370,1147
370,6003
370,2357
370,1856
370,2909
370,3509
370,3754
370,3754
370,6592
370,5104
370,2368
370,5089
371,2235
371,5916
371,5965
371,6554
372,2965
372,4148
372,2935
372,1315
373,132
373,1547
373,969
373,5266
373,1430
374,4887
374,2666
374,4189
374,5463
375,4679
375,4067
375,5104
375,5977
376,4593
376,3407
376,3804
376,3805
376,4942
376,3451
377,921
377,2203
377,1593
377,4757
378,3365
378,1477
378,372
378,4909
379,1417
379,5597
379,3416
379,3019
380,5688
380,3546
380,5110
380,1412
381,4593
381,4593
381,2915
381,3309
381,5192
382,5171
382,1559
382,5096
382,101
382,4690
382,4690
382,2645
383,1419
383,1419
383,3273
383,3273
384,2527
384,1419
384,1419
384,679
384,6390
384,4153
384,4170
385,817
385,4796
385,4796
385,5736
385,921
385,6327
386,6143
386,683
386,6591
386,6591
387,2081
387,2081
387,1800
387,1477
387,3754
387,4448
388,5219
388,101
388,780
388,3941
388,6061
389,2469
389,1882
389,1910
389,435
389,2971
389,878
389,878
389,2341
389,380
389,1782
389,589
390,101
390,1417
390,5938
390,4918
390,3917
391,4148
391,4170
391,4170
391,2393
392,3805
392,3805
392,2328
392,4593
392,4067
392,4067
392,3964
392,1994
392,1753
392,4508
392,4895
392,5215
392,5215
392,1498
392,1502
392,3439
393,101
393,101
393,101
393,237
394,4636
394,4636
394,4410
394,4649
394,2094
394,3772
395,2924
395,3213
395,5950
395,5950
396,4394
396,663
396,6358
396,6238
396,5085
396,4681
396,6436
397,3047
397,6422
397,1387
397,6591
398,4705
398,4705
